,DELAY BETWEEN RATES (ms),Batch Size,Number of Batches (per run),Number of runs,Delay Increment,Batch Size Increment,,,,,,
FX,2,FXFWD,TN,,SIMU,USD,CNY,-0.000303,-0.000202,Market,0,A
FX,2,FXFWD,SN,,SIMU,USD,CHF,-3.16E-05,-2.75E-05,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CHF,0.99531157,0.99531157,Market,0,A
FX,2,FXFWD,TN,,SIMU,USD,CHF,-3.08E-05,-2.88E-05,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CHF,-0.001045603,-0.001015,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CHF,-0.000217281,-0.00020402,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CHF,-0.002066723,-0.001985115,Market,0,A
FX,2,FXFWD,2W,,SIMU,USD,CHF,-0.000437623,-0.000422321,Market,0,A
FX,2,FXFWD,2Y,,SIMU,USD,CHF,-0.040322513,-0.037568243,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CHF,-0.003223516,-0.003101104,Market,0,A
FX,2,FXFWD,3W,,SIMU,USD,CHF,-0.000655924,-0.000635522,Market,0,A
FX,2,FXFWD,3Y,,SIMU,USD,CHF,-0.067894796,-0.065021174,Market,0,A
FX,2,FXFWD,4M,,SIMU,USD,CHF,-0.00438235,-0.004305842,Market,0,A
FX,2,FXFWD,4Y,,SIMU,USD,CHF,-0.096935003,-0.092395558,Market,0,A
FX,2,FXFWD,5M,,SIMU,USD,CHF,-0.005726841,-0.005546284,Market,0,A
FX,2,FXFWD,5Y,,SIMU,USD,CHF,-0.1264924,-0.11924969,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CHF,-0.007089695,-0.00683467,Market,0,A
FX,2,FXFWD,7M,,SIMU,USD,CHF,-0.008443368,-0.008290353,Market,0,A
FX,2,FXFWD,8M,,SIMU,USD,CHF,-0.009799081,-0.009620563,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CHF,-0.011264964,-0.011060944,Market,0,A
FX,2,FXFWD,10M,,SIMU,USD,CHF,-0.012842039,-0.012612516,Market,0,A
FX,2,FXFWD,11M,,SIMU,USD,CHF,-0.014402792,-0.014122264,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CHF,-0.016111459,-0.015805429,Market,0,A
FX,2,FXFWD,18M,,SIMU,USD,CHF,-0.028180263,-0.025885038,Market,0,A
FX,2,FXFWD,1M,,SIMU,EUR,USD,0.000485568,0.000497809,Market,0,A
FX,2,FXFWD,1W,,SIMU,EUR,USD,9.49E-05,0.00010405,Market,0,A
FX,2,FXFWD,2M,,SIMU,EUR,USD,0.000999698,0.00102316,Market,0,A
FX,2,FXFWD,2W,,SIMU,EUR,USD,0.000192799,0.0002081,Market,0,A
FX,2,FXFWD,2Y,,SIMU,EUR,USD,0.027002047,0.028583202,Market,0,A
FX,2,FXFWD,3M,,SIMU,EUR,USD,0.001602577,0.001622979,Market,0,A
FX,2,FXFWD,3W,,SIMU,EUR,USD,0.000295829,0.00030807,Market,0,A
FX,2,FXFWD,4M,,SIMU,EUR,USD,0.002252381,0.002303386,Market,0,A
FX,2,FXFWD,5M,,SIMU,EUR,USD,0.002907285,0.003034798,Market,0,A
FX,2,FXFWD,6M,,SIMU,EUR,USD,0.00367236,0.003825375,Market,0,A
FX,2,FXFWD,7M,,SIMU,EUR,USD,0.004506802,0.004568008,Market,0,A
FX,2,FXFWD,8M,,SIMU,EUR,USD,0.005334103,0.005477937,Market,0,A
FX,2,FXFWD,9M,,SIMU,EUR,USD,0.006256273,0.006411329,Market,0,A
FX,2,FXFWD,10M,,SIMU,EUR,USD,0.007291675,0.007459991,Market,0,A
FX,2,FXFWD,11M,,SIMU,EUR,USD,0.008311775,0.008503554,Market,0,A
FX,2,FXFWD,1Y,,SIMU,EUR,USD,0.009464488,0.009643005,Market,0,A
FX,2,FXFWD,18M,,SIMU,EUR,USD,0.017757901,0.018318956,Market,0,A
FX,2,FXFWD,ON,,SIMU,EUR,USD,1.33E-05,1.53E-05,Market,0,A
FX,2,FXFWD,SN,,SIMU,EUR,USD,1.22E-05,1.43E-05,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.14312708,1.13322909,Market,0,A
FX,2,FXFWD,TN,,SIMU,EUR,USD,1.33E-05,1.43E-05,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,JPY,-0.4559847,-0.4325224,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,JPY,-0.0693668,-0.061206,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,JPY,-1.2312607,-1.1996376,Market,0,A
FX,2,FXFWD,2W,,SIMU,USD,JPY,-0.1581155,-0.1397537,Market,0,A
FX,2,FXFWD,2Y,,SIMU,USD,JPY,-35.244455,-34.5436463,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,JPY,-1.8198584,-1.7841549,Market,0,A
FX,2,FXFWD,3W,,SIMU,USD,JPY,-0.1958592,-0.1774974,Market,0,A
FX,2,FXFWD,4M,,SIMU,USD,JPY,-2.4206973,-2.3737727,Market,0,A
FX,2,FXFWD,5M,,SIMU,USD,JPY,-3.9773699,-3.8651589,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,JPY,-4.7271434,-4.6149324,Market,0,A
FX,2,FXFWD,7M,,SIMU,USD,JPY,-4.3007416,-4.1905708,Market,0,A
FX,2,FXFWD,8M,,SIMU,USD,JPY,-6.6765545,-6.5745445,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,JPY,-7.6701319,-7.5191571,Market,0,A
FX,2,FXFWD,10M,,SIMU,USD,JPY,-8.7738801,-8.6157646,Market,0,A
FX,2,FXFWD,11M,,SIMU,USD,JPY,-10.1969196,-10.0347237,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,JPY,-11.5322305,-11.3169894,Market,0,A
FX,2,FXFWD,18M,,SIMU,USD,JPY,-22.1239288,-21.7158888,Market,0,A
FX,2,FXFWD,SN,,SIMU,USD,JPY,-0.0091809,-0.0051005,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,126.8269928,126.8341335,Market,0,A
FX,2,FXFWD,TN,,SIMU,USD,JPY,-0.0091809,-0.0020402,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.003549948,-0.003447938,Market,0,A
FX,2,FXFWD,1W,,SIMU,GBP,USD,-0.000754874,-0.00071407,Market,0,A
FX,2,FXFWD,2M,,SIMU,GBP,USD,-0.005763565,-0.005498339,Market,0,A
FX,2,FXFWD,2W,,SIMU,GBP,USD,-0.001519949,-0.001438341,Market,0,A
FX,2,FXFWD,2Y,,SIMU,GBP,USD,-0.010201,-0.0010201,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.008211805,-0.007824167,Market,0,A
FX,2,FXFWD,3W,,SIMU,GBP,USD,-0.002285024,-0.002193215,Market,0,A
FX,2,FXFWD,4M,,SIMU,GBP,USD,-0.010925271,-0.010517231,Market,0,A
FX,2,FXFWD,5M,,SIMU,GBP,USD,-0.012098386,-0.011598537,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.014138586,-0.013424516,Market,0,A
FX,2,FXFWD,7M,,SIMU,GBP,USD,-0.016515419,-0.014730244,Market,0,A
FX,2,FXFWD,8M,,SIMU,GBP,USD,-0.017413107,-0.015372907,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.018025167,-0.016658233,Market,0,A
FX,2,FXFWD,10M,,SIMU,GBP,USD,-0.01907587,-0.01764773,Market,0,A
FX,2,FXFWD,11M,,SIMU,GBP,USD,-0.019606322,-0.018137378,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.019973558,-0.018443408,Market,0,A
FX,2,FXFWD,18M,,SIMU,GBP,USD,-0.017117278,-0.008446428,Market,0,A
FX,2,FXFWD,ON,,SIMU,GBP,USD,-0.000173417,-0.000061206,Market,0,A
FX,2,FXFWD,SN,,SIMU,GBP,USD,-0.000142814,-0.000071407,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.59421228,1.59431429,Market,0,A
FX,2,FXFWD,TN,,SIMU,GBP,USD,-0.000112211,-0.00010201,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CAD,0.000254005,0.000275427,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CAD,5.81E-05,6.73E-05,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CAD,0.00040498,0.000432522,Market,0,A
FX,2,FXFWD,2W,,SIMU,USD,CAD,0.000114251,0.000128533,Market,0,A
FX,2,FXFWD,2Y,,SIMU,USD,CAD,-0.008502534,-0.007686454,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CAD,0.00051005,0.000544733,Market,0,A
FX,2,FXFWD,3W,,SIMU,USD,CAD,0.000175457,0.000188719,Market,0,A
FX,2,FXFWD,4M,,SIMU,USD,CAD,0.000586558,0.000647764,Market,0,A
FX,2,FXFWD,5M,,SIMU,USD,CAD,0.00060696,0.000663065,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CAD,0.000568196,0.000646743,Market,0,A
FX,2,FXFWD,7M,,SIMU,USD,CAD,0.000530452,0.000638583,Market,0,A
FX,2,FXFWD,8M,,SIMU,USD,CAD,0.000370296,0.00050495,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CAD,0.000132613,0.000347854,Market,0,A
FX,2,FXFWD,10M,,SIMU,USD,CAD,-6.83E-05,0.000133633,Market,0,A
FX,2,FXFWD,11M,,SIMU,USD,CAD,-0.000357035,-0.000136693,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CAD,-0.001066005,-0.000209121,Market,0,A
FX,2,FXFWD,18M,,SIMU,USD,CAD,-0.004228315,-0.003514245,Market,0,A
FX,2,FXFWD,SN,,SIMU,USD,CAD,6.12E-06,1.43E-05,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CAD,1.33888125,1.33898326,Market,0,A
FX,2,FXFWD,TN,,SIMU,USD,CAD,8.16E-06,0.000010201,Market,0,A
FX,2,FXFWD,1M,,SIMU,AUD,USD,-0.001302668,-0.001289406,Market,0,A
FX,2,FXFWD,1W,,SIMU,AUD,USD,-0.000277467,-0.000269306,Market,0,A
FX,2,FXFWD,2M,,SIMU,AUD,USD,-0.00244518,-0.002420697,Market,0,A
FX,2,FXFWD,2W,,SIMU,AUD,USD,-0.000562075,-0.000542693,Market,0,A
FX,2,FXFWD,2Y,,SIMU,AUD,USD,-0.01999396,-0.01764773,Market,0,A
FX,2,FXFWD,3M,,SIMU,AUD,USD,-0.003609114,-0.003580551,Market,0,A
FX,2,FXFWD,3W,,SIMU,AUD,USD,-0.000849743,-0.000827301,Market,0,A
FX,2,FXFWD,4M,,SIMU,AUD,USD,-0.004753666,-0.004700621,Market,0,A
FX,2,FXFWD,5M,,SIMU,AUD,USD,-0.005820691,-0.00571358,Market,0,A
FX,2,FXFWD,6M,,SIMU,AUD,USD,-0.006868333,-0.006756122,Market,0,A
FX,2,FXFWD,7M,,SIMU,AUD,USD,-0.007888433,-0.007730318,Market,0,A
FX,2,FXFWD,8M,,SIMU,AUD,USD,-0.008828966,-0.008661669,Market,0,A
FX,2,FXFWD,9M,,SIMU,AUD,USD,-0.009736855,-0.009563438,Market,0,A
FX,2,FXFWD,10M,,SIMU,AUD,USD,-0.01071309,-0.01050397,Market,0,A
FX,2,FXFWD,11M,,SIMU,AUD,USD,-0.011555693,-0.011339432,Market,0,A
FX,2,FXFWD,1Y,,SIMU,AUD,USD,-0.01244522,-0.0122412,Market,0,A
FX,2,FXFWD,ON,,SIMU,AUD,USD,-9.59E-05,-9.28E-05,Market,0,A
FX,2,FXFWD,SN,,SIMU,AUD,USD,-3.88E-05,-3.47E-05,Market,0,A
FX,2,FXSPOT,SP,,SIMU,AUD,USD,0.75150767,0.75150767,Market,0,A
FX,2,FXFWD,TN,,SIMU,AUD,USD,-3.98E-05,-3.57E-05,Market,0,A
FX,2,FXFWD,1M,,SIMU,EUR,GBP,0.00469246,0.004784269,Market,0,A
FX,2,FXFWD,1W,,SIMU,EUR,GBP,0.000938492,0.000999698,Market,0,A
FX,2,FXFWD,2M,,SIMU,EUR,GBP,0.008925875,0.009140096,Market,0,A
FX,2,FXFWD,2W,,SIMU,EUR,GBP,0.001907587,0.002009597,Market,0,A
FX,2,FXFWD,2Y,,SIMU,EUR,GBP,0.1785175,0.1917788,Market,0,A
FX,2,FXFWD,3M,,SIMU,EUR,GBP,0.013893762,0.014097782,Market,0,A
FX,2,FXFWD,3W,,SIMU,EUR,GBP,0.002907285,0.002999094,Market,0,A
FX,2,FXFWD,4M,,SIMU,EUR,GBP,0.019269689,0.019647126,Market,0,A
FX,2,FXFWD,5M,,SIMU,EUR,GBP,0.024002953,0.024533405,Market,0,A
FX,2,FXFWD,6M,,SIMU,EUR,GBP,0.0275427,0.0336633,Market,0,A
FX,2,FXFWD,7M,,SIMU,EUR,GBP,0.035132244,0.037611087,Market,0,A
FX,2,FXFWD,8M,,SIMU,EUR,GBP,0.04151807,0.04417033,Market,0,A
FX,2,FXFWD,9M,,SIMU,EUR,GBP,0.047873293,0.049097413,Market,0,A
FX,2,FXFWD,10M,,SIMU,EUR,GBP,0.054799772,0.056268716,Market,0,A
FX,2,FXFWD,11M,,SIMU,EUR,GBP,0.06212409,0.0642663,Market,0,A
FX,2,FXFWD,1Y,,SIMU,EUR,GBP,0.066836952,0.072600517,Market,0,A
FX,2,FXFWD,18M,,SIMU,EUR,GBP,0.121442905,0.123993155,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.72508708,0.72518909,Market,0,A
FX,2,FXFWD,TN,,SIMU,EUR,GBP,0.000132613,0.000142814,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CNY,0.0061206,0.0061206,Market,0,A
FX,2,FXFWD,2W,,SIMU,USD,CNY,0.00051005,0.0020402,Market,0,A
FX,2,FXFWD,3W,,SIMU,USD,CNY,0.00081608,0.00153015,Market,0,A
FX,2,FXFWD,ON,,SIMU,USD,CNY,-0.00051005,-0.00040804,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CNY,6.51925508,6.52027518,Market,0,A
FX,2,FXFWD,TN,,SIMU,USD,CNY,-0.00030603,-0.00020402,Market,0,A
FX,2,FXFWD,SN,,SIMU,USD,CHF,-3.16E-05,-2.75E-05,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CHF,0.99531157,0.99531157,Market,0,A
FX,2,FXFWD,TN,,SIMU,USD,CHF,-3.08E-05,-2.88E-05,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CHF,-0.001045603,-0.001015,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CHF,-0.000217281,-0.00020402,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CHF,-0.002066723,-0.001985115,Market,0,A
FX,2,FXFWD,2W,,SIMU,USD,CHF,-0.000437623,-0.000422321,Market,0,A
FX,2,FXFWD,2Y,,SIMU,USD,CHF,-0.040322513,-0.037568243,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CHF,-0.003223516,-0.003101104,Market,0,A
FX,2,FXFWD,3W,,SIMU,USD,CHF,-0.000655924,-0.000635522,Market,0,A
FX,2,FXFWD,3Y,,SIMU,USD,CHF,-0.067894796,-0.065021174,Market,0,A
FX,2,FXFWD,4M,,SIMU,USD,CHF,-0.00438235,-0.004305842,Market,0,A
FX,2,FXFWD,4Y,,SIMU,USD,CHF,-0.096935003,-0.092395558,Market,0,A
FX,2,FXFWD,5M,,SIMU,USD,CHF,-0.005726841,-0.005546284,Market,0,A
FX,2,FXFWD,5Y,,SIMU,USD,CHF,-0.1264924,-0.11924969,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CHF,-0.007089695,-0.00683467,Market,0,A
FX,2,FXFWD,7M,,SIMU,USD,CHF,-0.008443368,-0.008290353,Market,0,A
FX,2,FXFWD,8M,,SIMU,USD,CHF,-0.009799081,-0.009620563,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CHF,-0.011264964,-0.011060944,Market,0,A
FX,2,FXFWD,10M,,SIMU,USD,CHF,-0.012842039,-0.012612516,Market,0,A
FX,2,FXFWD,11M,,SIMU,USD,CHF,-0.014402792,-0.014122264,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CHF,-0.016111459,-0.015805429,Market,0,A
FX,2,FXFWD,18M,,SIMU,USD,CHF,-0.028180263,-0.025885038,Market,0,A
FX,2,FXFWD,1M,,SIMU,EUR,USD,0.000485568,0.000497809,Market,0,A
FX,2,FXFWD,1W,,SIMU,EUR,USD,9.49E-05,0.00010405,Market,0,A
FX,2,FXFWD,2M,,SIMU,EUR,USD,0.000999698,0.00102316,Market,0,A
FX,2,FXFWD,2W,,SIMU,EUR,USD,0.000192799,0.0002081,Market,0,A
FX,2,FXFWD,2Y,,SIMU,EUR,USD,0.027002047,0.028583202,Market,0,A
FX,2,FXFWD,3M,,SIMU,EUR,USD,0.001602577,0.001622979,Market,0,A
FX,2,FXFWD,3W,,SIMU,EUR,USD,0.000295829,0.00030807,Market,0,A
FX,2,FXFWD,4M,,SIMU,EUR,USD,0.002252381,0.002303386,Market,0,A
FX,2,FXFWD,5M,,SIMU,EUR,USD,0.002907285,0.003034798,Market,0,A
FX,2,FXFWD,6M,,SIMU,EUR,USD,0.00367236,0.003825375,Market,0,A
FX,2,FXFWD,7M,,SIMU,EUR,USD,0.004506802,0.004568008,Market,0,A
FX,2,FXFWD,8M,,SIMU,EUR,USD,0.005334103,0.005477937,Market,0,A
FX,2,FXFWD,9M,,SIMU,EUR,USD,0.006256273,0.006411329,Market,0,A
FX,2,FXFWD,10M,,SIMU,EUR,USD,0.007291675,0.007459991,Market,0,A
FX,2,FXFWD,11M,,SIMU,EUR,USD,0.008311775,0.008503554,Market,0,A
FX,2,FXFWD,1Y,,SIMU,EUR,USD,0.009464488,0.009643005,Market,0,A
FX,2,FXFWD,18M,,SIMU,EUR,USD,0.017757901,0.018318956,Market,0,A
FX,2,FXFWD,ON,,SIMU,EUR,USD,1.33E-05,1.53E-05,Market,0,A
FX,2,FXFWD,SN,,SIMU,EUR,USD,1.22E-05,1.43E-05,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.1412708,1.13322909,Market,0,A
FX,2,FXFWD,TN,,SIMU,EUR,USD,1.33E-05,1.43E-05,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,JPY,-0.4559847,-0.4325224,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,JPY,-0.0693668,-0.061206,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,JPY,-1.2312607,-1.1996376,Market,0,A
FX,2,FXFWD,2W,,SIMU,USD,JPY,-0.1581155,-0.1397537,Market,0,A
FX,2,FXFWD,2Y,,SIMU,USD,JPY,-35.244455,-34.5436463,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,JPY,-1.8198584,-1.7841549,Market,0,A
FX,2,FXFWD,3W,,SIMU,USD,JPY,-0.1958592,-0.1774974,Market,0,A
FX,2,FXFWD,4M,,SIMU,USD,JPY,-2.4206973,-2.3737727,Market,0,A
FX,2,FXFWD,5M,,SIMU,USD,JPY,-3.9773699,-3.8651589,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,JPY,-4.7271434,-4.6149324,Market,0,A
FX,2,FXFWD,7M,,SIMU,USD,JPY,-4.3007416,-4.1905708,Market,0,A
FX,2,FXFWD,8M,,SIMU,USD,JPY,-6.6765545,-6.5745445,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,JPY,-7.6701319,-7.5191571,Market,0,A
FX,2,FXFWD,10M,,SIMU,USD,JPY,-8.7738801,-8.6157646,Market,0,A
FX,2,FXFWD,11M,,SIMU,USD,JPY,-10.1969196,-10.0347237,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,JPY,-11.5322305,-11.3169894,Market,0,A
FX,2,FXFWD,18M,,SIMU,USD,JPY,-22.1239288,-21.7158888,Market,0,A
FX,2,FXFWD,SN,,SIMU,USD,JPY,-0.0091809,-0.0051005,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,126.8269928,126.8341335,Market,0,A
FX,2,FXFWD,TN,,SIMU,USD,JPY,-0.0091809,-0.0020402,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.003549948,-0.003447938,Market,0,A
FX,2,FXFWD,1W,,SIMU,GBP,USD,-0.000754874,-0.00071407,Market,0,A
FX,2,FXFWD,2M,,SIMU,GBP,USD,-0.005763565,-0.005498339,Market,0,A
FX,2,FXFWD,2W,,SIMU,GBP,USD,-0.001519949,-0.001438341,Market,0,A
FX,2,FXFWD,2Y,,SIMU,GBP,USD,-0.010201,-0.0010201,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.008211805,-0.007824167,Market,0,A
FX,2,FXFWD,3W,,SIMU,GBP,USD,-0.002285024,-0.002193215,Market,0,A
FX,2,FXFWD,4M,,SIMU,GBP,USD,-0.010925271,-0.010517231,Market,0,A
FX,2,FXFWD,5M,,SIMU,GBP,USD,-0.012098386,-0.011598537,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.014138586,-0.013424516,Market,0,A
FX,2,FXFWD,7M,,SIMU,GBP,USD,-0.016515419,-0.014730244,Market,0,A
FX,2,FXFWD,8M,,SIMU,GBP,USD,-0.017413107,-0.015372907,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.018025167,-0.016658233,Market,0,A
FX,2,FXFWD,10M,,SIMU,GBP,USD,-0.01907587,-0.01764773,Market,0,A
FX,2,FXFWD,11M,,SIMU,GBP,USD,-0.019606322,-0.018137378,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.019973558,-0.018443408,Market,0,A
FX,2,FXFWD,18M,,SIMU,GBP,USD,-0.017117278,-0.008446428,Market,0,A
FX,2,FXFWD,ON,,SIMU,GBP,USD,-0.000173417,-0.000061206,Market,0,A
FX,2,FXFWD,SN,,SIMU,GBP,USD,-0.000142814,-0.000071407,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.59421228,1.59431429,Market,0,A
FX,2,FXFWD,TN,,SIMU,GBP,USD,-0.000112211,-0.00010201,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CAD,0.000254005,0.000275427,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CAD,5.81E-05,6.73E-05,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CAD,0.00040498,0.000432522,Market,0,A
FX,2,FXFWD,2W,,SIMU,USD,CAD,0.000114251,0.000128533,Market,0,A
FX,2,FXFWD,2Y,,SIMU,USD,CAD,-0.008502534,-0.007686454,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CAD,0.00051005,0.000544733,Market,0,A
FX,2,FXFWD,3W,,SIMU,USD,CAD,0.000175457,0.000188719,Market,0,A
FX,2,FXFWD,4M,,SIMU,USD,CAD,0.000586558,0.000647764,Market,0,A
FX,2,FXFWD,5M,,SIMU,USD,CAD,0.00060696,0.000663065,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CAD,0.000568196,0.000646743,Market,0,A
FX,2,FXFWD,7M,,SIMU,USD,CAD,0.000530452,0.000638583,Market,0,A
FX,2,FXFWD,8M,,SIMU,USD,CAD,0.000370296,0.00050495,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CAD,0.000132613,0.000347854,Market,0,A
FX,2,FXFWD,10M,,SIMU,USD,CAD,-6.83E-05,0.000133633,Market,0,A
FX,2,FXFWD,11M,,SIMU,USD,CAD,-0.000357035,-0.000136693,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CAD,-0.001066005,-0.000209121,Market,0,A
FX,2,FXFWD,18M,,SIMU,USD,CAD,-0.004228315,-0.003514245,Market,0,A
FX,2,FXFWD,SN,,SIMU,USD,CAD,6.12E-06,1.43E-05,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CAD,1.33888125,1.33898326,Market,0,A
FX,2,FXFWD,TN,,SIMU,USD,CAD,8.16E-06,0.000010201,Market,0,A
FX,2,FXFWD,1M,,SIMU,AUD,USD,-0.001302668,-0.001289406,Market,0,A
FX,2,FXFWD,1W,,SIMU,AUD,USD,-0.000277467,-0.000269306,Market,0,A
FX,2,FXFWD,2M,,SIMU,AUD,USD,-0.00244518,-0.002420697,Market,0,A
FX,2,FXFWD,2W,,SIMU,AUD,USD,-0.000562075,-0.000542693,Market,0,A
FX,2,FXFWD,2Y,,SIMU,AUD,USD,-0.01999396,-0.01764773,Market,0,A
FX,2,FXFWD,3M,,SIMU,AUD,USD,-0.003609114,-0.003580551,Market,0,A
FX,2,FXFWD,3W,,SIMU,AUD,USD,-0.000849743,-0.000827301,Market,0,A
FX,2,FXFWD,4M,,SIMU,AUD,USD,-0.004753666,-0.004700621,Market,0,A
FX,2,FXFWD,5M,,SIMU,AUD,USD,-0.005820691,-0.00571358,Market,0,A
FX,2,FXFWD,6M,,SIMU,AUD,USD,-0.006868333,-0.006756122,Market,0,A
FX,2,FXFWD,7M,,SIMU,AUD,USD,-0.007888433,-0.007730318,Market,0,A
FX,2,FXFWD,8M,,SIMU,AUD,USD,-0.008828966,-0.008661669,Market,0,A
FX,2,FXFWD,9M,,SIMU,AUD,USD,-0.009736855,-0.009563438,Market,0,A
FX,2,FXFWD,10M,,SIMU,AUD,USD,-0.01071309,-0.01050397,Market,0,A
FX,2,FXFWD,11M,,SIMU,AUD,USD,-0.011555693,-0.011339432,Market,0,A
FX,2,FXFWD,1Y,,SIMU,AUD,USD,-0.01244522,-0.0122412,Market,0,A
FX,2,FXFWD,ON,,SIMU,AUD,USD,-9.59E-05,-9.28E-05,Market,0,A
FX,2,FXFWD,SN,,SIMU,AUD,USD,-3.88E-05,-3.47E-05,Market,0,A
FX,2,FXSPOT,SP,,SIMU,AUD,USD,0.75150767,0.75150767,Market,0,A
FX,2,FXFWD,TN,,SIMU,AUD,USD,-3.98E-05,-3.57E-05,Market,0,A
FX,2,FXFWD,1M,,SIMU,EUR,GBP,0.00469246,0.004784269,Market,0,A
FX,2,FXFWD,1W,,SIMU,EUR,GBP,0.000938492,0.000999698,Market,0,A
FX,2,FXFWD,2M,,SIMU,EUR,GBP,0.008925875,0.009140096,Market,0,A
FX,2,FXFWD,2W,,SIMU,EUR,GBP,0.001907587,0.002009597,Market,0,A
FX,2,FXFWD,2Y,,SIMU,EUR,GBP,0.1785175,0.1917788,Market,0,A
FX,2,FXFWD,3M,,SIMU,EUR,GBP,0.013893762,0.014097782,Market,0,A
FX,2,FXFWD,3W,,SIMU,EUR,GBP,0.002907285,0.002999094,Market,0,A
FX,2,FXFWD,4M,,SIMU,EUR,GBP,0.019269689,0.019647126,Market,0,A
FX,2,FXFWD,5M,,SIMU,EUR,GBP,0.024002953,0.024533405,Market,0,A
FX,2,FXFWD,6M,,SIMU,EUR,GBP,0.0275427,0.0336633,Market,0,A
FX,2,FXFWD,7M,,SIMU,EUR,GBP,0.035132244,0.037611087,Market,0,A
FX,2,FXFWD,8M,,SIMU,EUR,GBP,0.04151807,0.04417033,Market,0,A
FX,2,FXFWD,9M,,SIMU,EUR,GBP,0.047873293,0.049097413,Market,0,A
FX,2,FXFWD,10M,,SIMU,EUR,GBP,0.054799772,0.056268716,Market,0,A
FX,2,FXFWD,11M,,SIMU,EUR,GBP,0.06212409,0.0642663,Market,0,A
FX,2,FXFWD,1Y,,SIMU,EUR,GBP,0.066836952,0.072600517,Market,0,A
