,DELAY BETWEEN RATES (ms),Batch Size,Number of Batches (per run),Number of runs,Delay Increment,Batch Size Increment,,,,,,
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4842,1.4843,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4839,1.484,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4842,1.4845,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4683,1.4684,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4859,1.4863,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4849,1.4853,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4824,1.4826,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4724,1.4727,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4487,1.4488,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4662,1.4663,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4668,1.4672,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4667,1.4668,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4627,1.4628,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.465,1.4651,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4414,1.4418,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4659,1.466,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4581,1.4582,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4693,1.4694,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4657,1.4658,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4634,1.4635,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4399,1.44,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4514,1.4517,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4517,1.4518,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4509,1.4512,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4464,1.4467,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4214,1.4215,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4453,1.4454,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4447,1.4448,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4411,1.4414,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4398,1.4399,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.426,1.4261,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4355,1.4357,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4284,1.4285,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4244,1.4245,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4306,1.4308,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4286,1.4288,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4308,1.4311,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4183,1.4185,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4184,1.4185,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4197,1.4199,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4183,1.4187,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4251,1.4254,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4185,1.4187,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4186,1.4189,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4179,1.4182,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4127,1.4128,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4051,1.4054,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4106,1.4107,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4141,1.4144,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.414,1.4141,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4131,1.4134,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4107,1.411,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4249,1.4252,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.416,1.4164,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4193,1.4194,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4272,1.4274,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4272,1.4274,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4134,1.4136,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4187,1.4188,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4101,1.4104,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4096,1.4097,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4096,1.4099,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4076,1.4079,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4145,1.4146,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.402,1.4021,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.3969,1.3972,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.3873,1.3876,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.3872,1.3875,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4099,1.4101,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.388,1.3881,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.3873,1.3874,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.3895,1.3897,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.3864,1.3865,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.381,1.3812,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.388,1.3881,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.3788,1.3791,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.3773,1.3774,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.3773,1.3776,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.371,1.3713,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.3634,1.3637,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.3661,1.3665,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.3615,1.3618,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.3604,1.3606,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.3635,1.3637,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.3634,1.3635,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.3634,1.3637,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.3656,1.3659,Market,0,A
